Source,Target
571343,468691
571364,486916
571364,262287
571366,452631
571377,489546
571377,562535
571397,5121
571419,569679
571436,62564
571478,571442
571482,101591
571493,1732
571513,91815
571524,162075
571531,78951
571532,206283
571544,376199
571549,568591
571550,106527
571551,221835
571564,554793
571565,569149
571565,4983
571617,138547
571627,66718
571639,571643
571652,430398
571654,232564
571682,88384
571685,310180
571697,91815
571700,246800
571712,569679
571735,133533
571747,569679
571749,82074
571760,499683
571776,483416
571776,38797
571776,509864
571776,538191
571778,373469
571781,6328
571797,565106
571807,536721
571808,556894
571818,186791
571828,571850
571830,569679
571834,54296
571834,7034
571840,221835
571842,140246
571848,162075
571862,151488
571862,339255
571863,361151
571868,16366
571868,34430
571870,138561
571870,371742
571875,400
571875,285434
571892,572628
571912,440649
571919,31450
571933,2724
571937,80914
571938,76808
571946,571998
571960,133385
571960,11002
571965,32499
572003,213614
572004,314205
572013,141606
572022,333795
572029,38021
572039,162075
572041,571245
572041,566975
572054,140246
572085,48321
572085,63407
572089,221835
572097,562388
572102,1366
572130,425155
572133,148932
572146,572102
572153,289559
572157,58866
572168,169495
572169,137037
572171,219514
572171,343268
572175,449845
572175,205121
572175,17381
572176,4408
572194,48708
572204,556871
572228,206407
572233,30163
572241,143573
572241,35803
572241,137855
572241,2647
572242,286181
572242,403883
572242,561153
572242,569679
572248,162524
572248,425155
572273,18704
572286,331353
572292,569679
572324,463862
572334,6328
572343,221079
572349,572102
572356,285434
572358,140246
572365,569679
572372,48535
572372,119718
572384,145902
572392,399824
572393,548120
572408,542591
572409,221835
572417,427818
572419,551401
572425,531403
572427,221835
572440,236276
572452,65083
572452,441360
572458,449507
572494,571516
572501,18775
572516,585702
572516,554584
572534,55868
572536,24006
572536,57620
572539,1366
572539,6328
572541,139377
572544,444598
572558,282856
572589,9206
572594,140246
572603,126153
572609,157349
572628,206407
572628,65083
572628,690
572628,1233
572628,16366
572644,166044
572645,29071
572671,516207
572680,563891
572680,561448
572684,519663
572689,572231
572700,573949
572700,329548
572716,70540
572718,34452
572725,4408
572725,15832
572726,135122
572730,471431
572732,83351
572750,48001
572771,4408
572791,236276
572798,227950
572803,65281
572806,110477
572806,91815
572806,34430
572806,215267
572818,69810
572831,569679
572831,462085
572856,103146
572868,8136
572890,2093
572892,62833
572906,91815
572918,143661
572918,151941
572921,569679
572921,286181
572921,190555
572928,562205
572945,572856
572945,103146
572948,490317
572966,292314
572979,84277
573006,265010
573023,471642
573024,224349
573029,462481
573029,133533
573031,220185
573031,16988
573044,478169
573056,496249
573061,257882
573070,4667
573070,8136
573071,144463
573079,119080
573082,88384
573096,59663
573106,305808
573110,4796
573110,127389
573110,569679
573110,174872
573114,91815
573114,65911
573117,289559
573124,88384
573137,172570
573137,17764
573139,501181
573139,162391
573154,30072
573188,285434
573188,93654
573214,221835
573221,530686
573227,96967
573228,207789
573228,6317
573231,223153
573241,566731
573247,236276
573258,162075
573266,572168
573269,133533
573283,124746
573298,566595
573314,92153
573325,460477
573328,537669
573328,230476
573329,571383
573365,569679
573376,139014
573380,92169
573383,20379
573385,445749
573386,814
573394,562205
573397,407720
573413,573000
573416,988
573430,253050
573447,88384
573458,366578
573465,569679
573481,567754
573484,140246
573498,384152
573511,9206
573515,221835
573542,286654
573561,543325
573572,209953
573572,30072
573574,329875
573580,360725
573586,341143
573595,490139
573595,289337
573598,288513
573601,355297
573618,24006
573638,120621
573638,456321
573650,221835
573654,259779
573656,72471
573657,545238
573665,506260
573667,390647
573667,179099
573667,165637
573678,529335
573711,30072
573712,43763
573712,380875
573712,566476
573712,460154
573712,457351
573732,286181
573732,378558
573733,432767
573737,178009
573754,486655
573756,91815
573756,410045
573761,328748
573772,4983
573772,307
573775,114807
573825,27146
573827,46588
573848,41332
573852,41478
573859,316778
573859,17381
573862,65911
573863,580232
573878,117744
573880,573852
573884,529335
573885,524020
573901,221835
573910,140246
573929,481
573930,25961
573933,133533
573934,545768
573936,286326
573936,40979
573936,414783
573960,814
573964,206407
573965,489815
573968,1366
573968,83771
573986,30072
573992,117802
573992,39394
574013,524081
574013,89710
574022,56313
574022,6302
574022,17610
574052,569679
574061,181349
574069,370910
574069,88384
574071,414241
574074,378593
574077,573554
574082,569679
574082,95458
574091,48535
574091,194062
574093,150887
574093,4727
574093,195661
574096,135540
574102,499701
574106,439703
574110,279819
574117,16988
574120,164169
574127,448844
574135,390457
574135,100529
574138,251179
574138,176248
574138,10601
574138,7117
574140,164587
574146,164
574147,206407
574151,15433
574152,130937
574153,557626
574154,162075
574155,574726
574161,490346
574161,370340
574166,270006
574167,551990
574190,24006
574198,574074
574200,65083
574201,572658
574206,75886
574208,453793
574211,526214
574211,425155
574211,286380
574211,52096
574214,175836
574214,47404
574216,483416
574216,162075
574221,569679
574228,110803
574233,452556
574252,236414
574255,276509
574258,573737
574259,550589
574266,92019
574279,75014
574282,565306
574282,569679
574282,221835
574284,224004
574284,562682
574289,343268
574289,569679
574295,18170
574298,48535
574303,106004
574303,52025
574307,91815
574310,302518
574314,6016
574316,246009
574320,441744
574336,11840
574341,364100
574346,566945
574348,65911
574368,425155
574378,572805
574402,91815
574403,422696
574414,47506
574414,221835
574414,162075
574415,133533
574428,557270
574428,333795
574442,129399
574451,503776
574455,690
574463,333795
574465,555267
574465,518985
574465,551401
574465,206283
574466,569679
574500,19699
574503,91815
574507,145902
574512,221835
574526,19770
574533,120621
574543,74105
574546,6328
574546,343268
574547,65911
574551,558598
574570,162075
574572,162075
574574,322702
574585,270468
574585,262163
574597,221835
574605,16988
574625,115188
574629,178712
574634,103146
574639,98702
574642,141606
574648,221835
574665,48468
574665,307280
574667,73709
574670,169376
574675,61719
574680,441047
574681,569679
574689,307280
574693,175514
574697,197001
574698,162075
574701,286181
574705,569679
574707,24006
574709,232670
574709,575442
574712,221835
574740,814
574743,99584
574743,6317
574747,431905
574747,18654
574753,221835
574753,6328
574753,559007
574766,221835
574771,569679
574820,182274
574820,371742
574834,315646
574838,291864
574838,145902
574846,285434
574855,141204
574856,93457
574867,3883
574869,30334
574876,136810
574879,162075
574880,453507
574893,140246
574894,556522
574894,569679
574894,17381
574915,156296
574925,584826
574926,91815
574927,572628
574927,569679
574928,67355
574932,236276
574932,350558
574932,235665
574940,582091
574941,475993
574941,572628
574945,490950
574947,449845
574955,574649
574959,170348
574966,574932
574966,236276
574971,443789
574971,545768
574981,191269
574981,974
574983,191980
574990,564972
574996,17381
574999,287600
575015,221835
575017,575781
575031,295035
575034,292314
575037,575015
575044,53146
575048,569679
575049,19916
575062,388382
575068,60218
575070,539282
575083,316197
575086,18903
575104,569679
575117,543325
575123,7034
575123,318418
575137,342857
575144,3179
575146,440649
575151,126153
575151,162075
575156,4408
575157,463348
575157,50931
575157,574689
575157,299295
575176,133533
575179,162075
575181,569679
575185,574442
575185,129399
575196,140246
575198,358421
575207,110477
575207,203301
575228,1488
575235,6317
575255,141204
575265,28878
575265,88384
575268,91815
575270,343268
575279,440869
575285,389176
575288,568867
575288,315027
575305,59064
575306,488139
575311,236276
575317,541499
575325,286181
575336,10622
575336,292925
575338,50087
575339,87111
575340,5121
575347,24006
575402,56225
575403,254804
575403,507310
575406,293426
575406,575396
575414,17764
575440,46331
575443,92053
575444,572246
575449,206407
575456,360356
575459,551420
575466,256792
575477,569679
575499,16700
575499,575970
575505,466651
575505,164296
575514,27148
575523,73323
575535,81824
575535,457360
575539,508445
575552,425155
575555,15433
575555,65911
575557,515627
575561,35647
575572,133533
575574,91815
575592,569679
575596,236276
575599,150980
575603,61396
575607,162075
575616,464702
575619,575413
575631,126817
575639,140246
575639,41605
575639,13065
575652,144895
575662,405484
575662,459280
575662,140246
575662,316025
575686,171163
575688,473945
575693,162075
575698,22743
575700,569679
575700,75998
575706,140246
575706,107230
575706,359156
575706,459280
575726,352131
575735,13758
575736,74105
575744,133533
575756,6328
575756,221835
575760,10228
575786,59347
575786,484434
575794,316025
575796,162075
575812,188016
575813,286181
575814,286621
575815,467901
575819,35625
575830,446521
575840,129058
575840,18566
575847,537216
575848,524943
575848,445059
575849,119080
575860,99008
575865,524486
575869,456072
575870,569679
575876,267846
575877,56104
575904,130452
575906,425155
575913,248
575916,396021
575919,78248
575922,214643
575922,470758
575927,451221
575929,504408
575932,575864
575938,459590
575941,181367
575944,24006
575951,319464
575959,58023
575965,25347
575965,92328
575970,427107
575970,575499
575973,35243
575973,183516
575982,91815
575984,316025
575984,459280
575984,140246
575987,88384
575996,129820
576007,449103
576013,974
576016,307280
576019,331626
576021,510056
576022,91815
576039,124927
576047,508796
576050,70953
576050,65487
576054,569679
576068,511862
576083,423083
576084,507077
576087,425155
576089,17823
576093,401114
576101,549809
576105,15433
576115,138608
576147,307144
576149,74042
576158,64813
576162,67113
576165,286181
576165,378558
576169,569149
576195,162075
576196,380087
576208,88384
576210,576196
576210,13758
576219,551800
576226,470826
576234,292968
576235,549699
576235,531172
576235,39760
576236,30975
576258,111597
576258,53443
576270,162075
576277,88384
576283,37999
576287,30072
576288,58172
576296,307
576297,162075
576297,454576
576338,541114
576351,4408
576364,425155
576370,333795
576379,137655
576379,516217
576384,95458
576384,537263
576384,462914
576384,10622
576389,17381
576396,223501
576397,569679
576404,486602
576415,95253
576417,78951
576417,91815
576426,396654
576430,407075
576441,331635
576449,65083
576460,311508
576478,88471
576490,414293
576491,33605
576500,395923
576502,367927
576516,433444
576529,513873
576536,574212
576571,127167
576572,576121
576577,236276
576580,78951
576583,221835
576586,56313
576586,572805
576586,574378
576589,342365
576590,88384
576590,360465
576591,39200
576598,574212
576600,24006
576604,578728
576608,162075
576614,342438
576618,55868
576620,329696
576625,221835
576625,34802
576631,78758
576635,6317
576643,308937
576651,575626
576660,577459
576669,575631
576672,48535
576674,519308
576675,397481
576679,46588
576686,44062
576690,544697
576693,501746
576697,84669
576702,40457
576703,332524
576703,353683
576703,540162
576703,33697
576709,286181
576709,569679
576712,457323
576712,138547
576719,974
576720,24006
576721,2389
576729,333795
576751,48563
576757,162075
576761,331233
576772,569679
576807,286181
576834,153172
576836,572628
576836,6328
576841,169052
576844,543325
576849,146384
576853,141075
576854,474862
576861,176121
576868,217904
576876,41605
576885,162075
576889,307280
576898,433739
576901,27213
576902,221835
576905,50087
576908,60218
576930,11312
576934,221835
576946,558280
576957,425155
576958,99584
576959,14008
576964,248878
576965,562662
576970,453411
576976,90764
576979,425727
576979,463076
576979,486310
576980,25493
577002,86724
577002,236581
577004,140246
577004,502903
577006,451221
577008,304529
577014,470349
577026,44921
577026,57079
577039,22743
577040,91815
577053,120621
577057,289559
577062,112069
577079,459080
577098,577353
577099,464354
577111,223655
577122,9816
577125,48862
577142,372907
577142,221835
577151,516217
577153,370398
577166,579468
577171,541505
577180,513581
577180,487032
577182,512567
577187,499807
577188,126724
577202,541505
577205,565947
577206,462472
577209,425155
577210,466395
577219,569679
577219,24006
577221,145902
577223,25961
577224,569679
577226,88384
577239,333795
577242,569679
577255,465004
577258,467901
577273,569149
577273,141370
577285,236276
577296,286181
577296,463076
577301,6328
577312,425155
577316,153984
577316,41332
577318,62378
577330,547015
577330,6328
577337,159368
577337,569679
577341,340231
577345,19320
577345,2075
577351,396422
577355,334200
577355,425155
577357,497895
577358,196125
577358,126153
577377,17381
577382,569679
577385,292061
577394,457986
577407,65911
577409,149821
577414,569679
577432,488588
577432,318973
577433,539395
577455,577459
577459,577532
577481,221835
577483,304727
577505,285689
577505,22589
577514,547015
577514,221835
577518,568054
577521,89244
577525,399239
577526,221835
577528,397481
577529,66533
577532,542378
577532,576660
577532,577459
577533,133533
577543,0
577543,569679
577551,569679
577555,180733
577562,569679
577574,17950
577586,87035
577602,470145
577602,73993
577611,308937
577611,291690
577616,146524
577630,343268
577632,519324
577641,6328
577641,149821
577641,343268
577646,29328
577651,559007
577668,200915
577675,5558
577689,74806
577692,425155
577697,133533
577726,91815
577729,490749
577748,525498
577749,384062
577761,271840
577774,576379
577780,91815
577796,88384
577797,209702
577810,449361
577833,375153
577866,19979
577873,310705
577875,55552
577881,577406
577902,344616
577912,378734
577916,56313
577922,6328
577922,206407
577922,333795
577922,221835
577941,512727
577941,554255
577952,235567
577960,473325
577960,280651
577968,91815
577974,193336
577974,142549
577991,46627
577999,412828
577999,210590
578020,62681
578020,259743
578025,221835
578057,191778
578057,34077
578061,98035
578072,156474
578084,236276
578093,44542
578101,524486
578112,153692
578112,153765
578118,3063
578118,169473
578121,148638
578125,569679
578125,291570
578125,453411
578141,548568
578141,445145
578141,447043
578142,133533
578144,187071
578144,73696
578146,569679
578165,118822
578166,465674
578172,219465
578172,367994
578172,107230
578172,87447
578175,449103
578175,158388
578179,18775
578199,577696
578234,327095
578257,558384
578283,103915
578292,120621
578292,85641
578293,70540
578297,120621
578306,6451
578312,206407
578334,578218
578347,23128
578360,138908
578360,286621
578362,163962
578368,177348
578379,425155
578387,427818
578396,567621
578407,178804
578420,266825
578420,578836
578420,142926
578431,497895
578431,9017
578465,48468
578484,453422
578487,179215
578495,362528
578495,162075
578504,108375
578514,11840
578542,578452
578547,577589
578549,433912
578553,152297
578554,55868
578608,489929
578608,133533
578610,88384
578622,402880
578644,44565
578655,510252
578665,464354
578665,577099
578671,124432
578677,17207
578677,80254
578685,362951
578689,103280
578698,166102
578704,30988
578717,309201
578721,156580
578722,298487
578722,2793
578732,55868
578734,245620
578743,187888
578750,119534
578753,6723
578761,194
578766,569679
578788,214361
578794,569679
578794,307280
578794,451221
578795,221835
578801,462560
578806,15433
578829,128463
578829,28848
578836,578420
578836,71159
578837,569679
578847,175514
578853,335785
578856,575442
578857,569679
578877,139985
578877,454177
578885,140246
578894,577306
578903,517558
578908,327747
578914,451708
578921,548003
578928,343268
578928,559007
578928,447686
578933,193361
578933,66257
578949,306690
578976,279705
578980,450631
578980,425155
578996,240903
579004,578616
579009,469548
579009,50581
579009,65083
579014,503662
579014,483416
579029,578996
579037,510056
579039,206407
579046,52584
579055,569679
579064,580362
579072,36113
579083,218961
579085,140246
579085,166803
579087,406606
579088,126198
579091,162075
579098,561295
579100,575339
579100,87111
579103,106159
579104,569679
579105,368015
579109,569679
579110,516363
579112,56339
579113,579169
579113,449479
579117,75014
579118,178324
579118,99081
579122,226061
579122,210914
579133,206407
579145,99584
579162,203536
579186,106351
579187,453877
579187,353338
579187,180733
579194,368062
579198,293426
579205,286181
579210,472262
579224,4408
579235,5018
579250,286181
579255,814
579257,576258
579269,439634
579271,523167
579275,91815
579281,138547
579289,154577
579302,328140
579310,88647
579312,434545
579323,114835
579325,23491
579325,50210
579325,254424
579341,147688
579372,710
579392,301442
579394,206407
579394,53667
579411,134975
579429,26269
579444,61708
579453,24006
579459,125494
579460,26269
579464,221835
579464,486752
579464,244261
579474,162075
579475,146245
579475,54741
579475,112512
579494,578542
579496,578904
579497,585970
579513,4408
579516,16604
579516,388037
579517,8653
579517,59846
579519,578309
579522,500911
579531,221835
579534,81585
579552,542795
579563,469791
579566,107410
579571,109673
579575,133533
579580,574677
579581,425155
579588,469431
579589,571549
579590,569679
579590,133533
579603,565947
579626,286181
579649,376199
579649,70534
579652,17220
579666,5996
579669,444729
579690,579701
579710,17823
579713,24006
579715,282715
579721,256540
579731,141606
579736,571450
579748,66533
579748,24006
579749,363200
579749,140246
579753,151283
579793,451503
579818,34430
579825,244261
579825,486752
579828,19770
579840,64222
579844,225034
579844,17561
579849,579861
579852,221835
579853,110477
579864,527495
579889,4408
579899,578144
579904,128574
579904,162075
579910,23009
579915,221835
579915,230878
579929,197001
579930,569679
579939,78951
579941,443842
579945,442288
579946,460022
579948,244836
579949,542795
579953,214246
579956,247115
579958,140246
579961,579930
579966,425355
579977,185485
579983,500
579994,119080
579996,17381
579998,1366
580007,4408
580015,569679
580015,41681
580019,4408
580022,553615
580027,334081
580029,163837
580043,433591
580053,518473
580061,278693
580067,197828
580069,530480
580075,449845
580075,304324
580075,551401
580080,578452
580080,578542
580105,569679
580110,470512
580114,246116
580127,141606
580136,16733
580142,3865
580142,547437
580143,496751
580155,325518
580155,512565
580165,579103
580169,569679
580174,270006
580183,10232
580193,78951
580194,127389
580202,395879
580202,559007
580202,452534
580216,94770
580218,196603
580218,234081
580220,569679
580222,576660
580229,556385
580244,491139
580250,463076
580259,65083
580275,302011
580289,6328
580292,258580
580298,569679
580311,440781
580312,579595
580313,580075
580315,70442
580315,24006
580319,29284
580329,578655
580337,579595
580337,191980
580352,176565
580352,33640
580354,17381
580356,582849
580357,286181
580362,579064
580383,172698
580395,306798
580399,17381
580409,558817
580415,280220
580423,447319
580438,580374
580451,114349
580454,505049
580454,140246
580460,196125
580460,539280
580464,567209
580480,68028
580480,473661
580486,338442
580486,59906
580487,503043
580519,6328
580519,517574
580544,146017
580557,207813
580559,163962
580561,409308
580574,289559
580592,62812
580593,580561
580593,409308
580597,162075
580597,223501
580616,96967
580622,96333
580622,286380
580636,577769
580657,61396
580674,95405
580677,356243
580694,307280
580694,581902
580694,6328
580694,201485
580704,580036
580705,221835
580713,206407
580719,153833
580728,160869
580731,449785
580731,120973
580732,462769
580732,27864
580737,194501
580737,59556
580745,310210
580747,236276
580752,524384
580765,86926
580767,75998
580767,531519
580773,279762
580775,23666
580781,142926
580789,63610
580789,569679
580804,13407
580808,572628
580808,5121
580828,579701
580829,580808
580834,225073
580836,549359
580857,230476
580863,580611
580863,580874
580873,464755
580874,580863
580874,580611
580882,162075
580884,162075
580884,88384
580884,486752
580887,289677
580899,553978
580924,540780
580949,225073
580956,559007
580956,142925
580961,569679
580963,320195
580969,55868
580971,507077
580977,431181
580981,540567
580988,266429
581001,530110
581008,46658
581010,580551
581023,71457
581033,580624
581036,581033
581041,110969
581041,562829
581062,61432
581068,450567
581075,67113
581077,343268
581081,252361
581088,24006
581092,429493
581102,306927
581102,30072
581106,690
581106,206407
581113,420364
581121,645
581133,16225
581136,362951
581155,24006
581157,343268
581166,444082
581179,92069
581181,178736
581184,496186
581184,402044
581184,509206
581184,508409
581190,352323
581190,446421
581197,75454
581199,379356
581205,456876
581216,46331
581219,162075
581233,145902
581254,338250
581254,426245
581254,549360
581257,396088
581258,18654
581258,9607
581269,180733
581290,550944
581299,581752
581304,41605
581307,265753
581315,45666
581315,34430
581318,121698
581319,133533
581320,576227
581325,139641
581325,493612
581325,119597
581330,163792
581331,159663
581331,162075
581333,138530
581339,397677
581339,127757
581340,465109
581342,581325
581350,552609
581355,221835
581372,2724
581384,569679
581387,221835
581387,5938
581398,264091
581405,252176
581408,293235
581409,524943
581409,223655
581427,140246
581429,5121
581435,126153
581439,24006
581439,133533
581447,103348
581452,575466
581456,50433
581473,440515
581476,28099
581478,508625
581501,352836
581501,562939
581520,446165
581553,506349
581563,142857
581563,110341
581573,140246
581578,581088
581579,545909
581580,24358
581587,434849
581600,425583
581606,24006
581614,581215
581616,171222
581616,246673
581616,30412
581618,513260
581618,256792
581630,16371
581631,521145
581635,24916
581638,496713
581639,481705
581645,162075
581648,431780
581657,91815
581664,115497
581667,581659
581668,316025
581669,425583
581683,238047
581683,477906
581683,474549
581683,367748
581684,236276
581689,118118
581689,310180
581689,580486
581691,17381
581695,569679
581699,88384
581701,37753
581705,500647
581717,480758
581719,3883
581735,168730
581746,4983
581752,581299
581757,577105
581772,201505
581790,28099
581800,383542
581801,168879
581802,16371
581803,298893
581825,199199
581825,380825
581829,455511
581831,37707
581847,89503
581847,576427
581847,67653
581848,211084
581851,569679
581852,49869
581879,326528
581902,282831
581902,343268
581916,313589
581918,448727
581926,190872
581928,569679
581929,449677
581933,216398
581941,48321
581947,440649
581952,140246
581961,572628
581966,104094
581974,107230
581974,11570
581976,569679
581977,342854
581979,28312
581981,569763
581982,369722
581984,403818
581986,95458
581987,38021
581987,601
581996,544821
581997,6328
582019,63240
582025,372480
582032,202217
582052,469994
582064,135122
582071,307280
582073,486752
582073,507013
582073,244261
582079,112150
582089,46930
582090,315646
582091,17626
582095,572628
582099,350558
582101,569679
582109,171684
582110,581752
582132,245719
582144,148383
582147,265644
582147,91815
582165,575
582175,380047
582182,147241
582187,424593
582187,569679
582190,405052
582198,162564
582209,225134
582210,477821
582224,286181
582234,569679
582236,245112
582242,133385
582246,19770
582247,250336
582247,151194
582269,52910
582278,328952
582278,24006
582289,4408
582290,92379
582295,16988
582323,536070
582323,512020
582324,140246
582324,79280
582330,185490
582336,17381
582343,94770
582351,564592
582352,145902
582352,439634
582368,465004
582368,34572
582374,380489
582384,16366
582384,91815
582396,572628
582423,569679
582436,521234
582440,141606
582443,2194
582446,124017
582452,1414
582500,225432
582500,1784
582508,170898
582514,414737
582515,203330
582525,135787
582527,4408
582530,569679
582534,456453
582534,342076
582534,500310
582537,379440
582551,173670
582564,444930
582566,471425
582574,360423
582584,427818
582588,17381
582588,451672
582592,11
582599,55868
582601,28372
582601,40779
582604,221835
582605,569149
582605,47506
582611,197001
582617,582600
582628,450185
582631,206407
582641,168158
582649,504371
582651,17381
582652,6328
582657,206407
582662,399768
582662,299384
582675,450550
582678,43621
582678,569679
582694,451672
582696,30072
582700,492054
582700,96893
582700,182170
582712,343268
582712,163962
582712,559007
582726,3883
582741,81824
582742,221835
582744,124075
582750,184449
582755,163767
582755,162075
582757,236276
582760,236276
582771,55868
582776,214421
582800,159007
582803,144747
582803,18229
582809,573348
582818,254424
582819,235665
582828,113227
582832,457910
582848,582783
582849,289574
582849,580356
582849,0
582854,582783
582855,31258
582861,91815
582865,55868
582868,30072
582871,505919
582882,99834
582890,206407
582904,565149
582904,48468
582925,580075
582925,518985
582925,582857
582945,55868
582957,343268
582962,286181
582968,67355
582969,464702
582969,575616
582977,518833
582984,91815
582984,206407
582997,92218
583000,540780
583003,451672
583003,22743
583004,125980
583004,330935
583008,569679
583012,78951
583016,65911
583019,155679
583024,59458
583029,92349
583031,307
583036,124292
583041,425155
583055,397481
583056,6328
583071,125245
583074,425155
583077,15518
583084,141229
583084,30931
583093,58202
583109,307280
583109,26632
583110,389026
583110,187326
583112,107538
583123,30163
583125,211325
583127,6328
583130,465852
583133,57572
583143,124075
583147,58172
583147,153831
583147,2194
583147,65083
583154,515800
583157,574962
583170,505779
583174,156280
583177,389268
583177,580551
583187,92946
583194,403883
583194,3883
583199,510913
583201,486752
583201,221835
583203,279762
583207,28495
583208,476930
583209,88384
583215,17610
583231,92379
583232,162075
583235,2793
583259,453252
583259,974
583282,68127
583284,61396
583290,318798
583301,140246
583304,479226
583304,254424
583306,347466
583310,515089
583311,582285
583319,16988
583358,974
583371,16042
583379,584582
583380,49869
583384,109404
583393,345177
583393,360251
583401,368360
583409,453605
583414,26498
583416,25961
583416,439600
583423,491518
583431,328488
583433,153898
583442,489098
583451,28155
583453,2368
583456,224212
583473,427358
583473,156484
583480,5121
583505,190529
583505,260244
583505,358584
583514,81585
583520,389437
583530,221835
583533,61396
583537,27541
583539,221835
583568,4834
583571,151253
583571,63610
583576,352436
583577,221835
583581,61396
583581,572628
583582,42211
583606,55868
583622,569679
583624,544251
583624,187086
583635,504452
583638,569679
583638,46588
583639,398903
583656,575
583668,513442
583676,581379
583679,37412
583685,307
583694,582819
583698,5324
583708,88384
583713,221835
583714,360554
583714,360466
583719,307266
583720,569679
583731,465004
583737,91815
583739,446372
583753,49869
583754,304010
583763,231562
583763,122105
583774,583753
583775,120628
583777,95351
583787,109404
583793,532809
583793,285434
583795,289559
583796,162075
583807,229665
583824,451708
583825,56321
583828,6328
583830,581902
583836,17610
583850,88384
583853,51809
583855,307280
583863,551109
583863,141229
583868,343268
583868,274371
583881,433365
583890,214950
583894,132965
583905,11
583915,171914
583920,124292
583921,368242
583932,507470
583940,576562
583940,11
583942,162075
583943,140246
583948,201107
583967,863
583983,148765
583991,236276
583992,125891
583996,575
584002,25633
584002,9882
584002,40992
584002,545655
584005,51726
584009,88384
584009,584021
584020,516353
584020,138547
584020,524943
584020,223655
584030,490300
584035,145902
584035,74105
584039,103623
584054,52001
584057,265644
584064,582182
584082,6328
584087,172698
584095,234740
584095,23942
584097,558818
584097,572628
584116,581902
584116,63022
584119,7470
584129,120621
584130,485102
584134,128113
584135,439634
584149,509682
584153,122043
584153,466720
584159,488299
584182,5121
584199,2194
584199,560350
584200,133533
584202,141229
584204,150210
584204,526712
584209,378873
584217,583763
584217,456355
584253,109530
584259,55868
584266,17723
584268,116615
584273,6328
584281,178636
584303,16988
584303,253366
584303,131174
584304,307280
584304,505368
584304,564610
584306,584028
584311,22946
584312,350558
584318,282018
584318,95022
584318,178804
584319,587387
584320,92019
584320,581242
584320,422021
584320,140246
584333,298487
584335,10373
584347,286181
584366,25596
584382,57162
584389,157128
584389,101029
584390,286621
584405,168280
584408,580693
584416,1722
584416,323868
584425,569679
584426,40011
584438,486752
584438,507013
584438,244261
584438,582073
584441,19486
584441,575020
584441,5121
584450,333795
584450,539774
584460,457017
584462,572628
584471,162075
584475,75445
584475,80471
584480,413438
584490,40979
584491,2596
584494,221835
584495,140246
584495,223237
584506,63407
584511,162075
584515,3883
584518,162075
584527,17932
584530,3883
584533,6317
584537,92078
584542,143179
584545,120415
584552,26393
584579,289559
584597,333795
584605,239490
584609,530955
584626,91815
584634,573267
584650,140246
584656,63594
584663,137655
584675,162075
584676,584687
584679,211987
584684,137655
584689,449943
584689,32228
584689,569149
584712,453109
584718,176121
584726,182012
584749,584658
584752,81732
584763,135540
584767,52858
584771,584774
584776,52858
584778,583698
584778,578728
584787,126153
584799,307280
584799,584281
584801,232876
584807,425155
584808,439502
584821,335694
584823,584054
584826,542922
584831,221835
584831,569679
584834,286181
584835,485649
584850,27559
584862,526082
584882,464507
584882,138472
584896,470737
584896,457040
584901,581427
584901,140246
584915,425155
584918,231098
584918,475241
584927,171163
584927,579250
584930,4983
584930,307
584934,15433
584935,168939
584937,516996
584937,49109
584955,17299
584956,7776
584973,91815
584979,6328
584987,581902
584988,569679
584988,581902
584996,19117
585002,92379
585025,91815
585036,162075
585063,419548
585063,56683
585066,525498
585066,46588
585066,83461
585066,581902
585066,49290
585092,60431
585093,89710
585100,344125
585105,37999
585105,28495
585106,6328
585118,22118
585118,301543
585118,451221
585124,425155
585128,246236
585139,569679
585140,297400
585140,25961
585141,572628
585174,453110
585176,446165
585176,165361
585180,53444
585190,270011
585190,585207
585200,314685
585200,22743
585203,65911
585209,316193
585209,4959
585210,301442
585218,221835
585225,59621
585225,147580
585226,223501
585226,517794
585226,146137
585226,300682
585233,690
585233,2194
585236,25596
585243,91815
585243,6328
585256,16998
585263,569679
585263,9135
585267,223986
585286,57277
585288,588217
585289,21657
585296,584412
585307,17610
585312,508651
585325,569679
585327,53956
585328,572628
585348,207466
585356,341979
585361,569679
585361,581902
585361,221835
585368,88384
585374,585380
585384,582755
585385,163962
585390,24006
585398,69187
585398,378778
585400,317501
585403,563834
585407,578409
585417,162075
585418,363526
585421,581771
585422,3378
585425,307280
585443,106428
585453,6328
585453,539774
585454,5121
585455,583698
585463,471318
585465,65911
585467,409002
585468,442318
585471,549493
585474,110821
585482,162075
585483,145902
585484,581902
585502,162391
585513,585418
585526,78174
585561,158577
585566,55868
585570,417891
585574,54296
585574,221835
585574,197001
585574,297254
585577,162075
585582,100232
585594,6317
585610,56929
585610,145902
585610,420749
585617,222348
585629,153442
585638,330376
585644,569679
585644,307280
585647,340965
585651,375700
585662,92379
585663,140246
585673,553638
585676,217904
585676,126153
585685,580866
585689,421271
585689,162616
585689,119080
585689,115955
585701,400
585715,988
585715,389228
585717,22118
585728,74133
585731,88384
585736,89710
585749,284202
585768,583863
585796,585418
585802,286181
585806,554584
585818,55868
585847,24006
585847,57620
585859,500647
585873,199110
585886,221835
585902,286181
585909,221835
585914,581902
585922,483175
585926,443
585928,49109
585928,159783
585933,162075
585940,24006
585950,283160
585953,291378
585953,585928
585960,313973
585960,59632
585986,334200
585986,425155
585987,507250
